@RELATION avaluos 
@ATTRIBUTE LONGITUD NUMERIC 
@ATTRIBUTE LATITUD NUMERIC 
@ATTRIBUTE CLAVE_ENTIDAD_FEDERATIVA_UBICACION_INMUEBLE NUMERIC 
@ATTRIBUTE CLAVE_MUNICIPIO_UBICACION_INMUEBLE NUMERIC 
@ATTRIBUTE CAT_TIPO_INMUEBLE NUMERIC 
@ATTRIBUTE CVE_NIVEL_INFRAESTR_URBANA NUMERIC 
@ATTRIBUTE CVE_NIVEL_EQUIPAMIENTO_URBANO NUMERIC 
@ATTRIBUTE CVE_CLASE_INMUEBLE NUMERIC 
@ATTRIBUTE CVE_USO_CONSTRUCCION NUMERIC 
@ATTRIBUTE FACTOR_RESULTANTE_PRIVATIVAS NUMERIC 
@ATTRIBUTE FACTOR_EDAD_PRIVATIVAS NUMERIC 
@ATTRIBUTE FACTOR_CONSERVACION_PRIVATIVAS NUMERIC 
@ATTRIBUTE CVE_CLASE_GENERAL_INMUEBLES_ZONA NUMERIC 
@ATTRIBUTE CVE_NIVEL_SOCIO_ECONOMICO_ZONA NUMERIC 
@ATTRIBUTE CVE_CLASIFICACION_ZONA NUMERIC 
@ATTRIBUTE CVE_DENSIDAD_POBLACION NUMERIC 
@ATTRIBUTE CVE_REF_PROXIMIDAD_URBANA NUMERIC 
@ATTRIBUTE CVE_UBICACION_INMUEBLE_TERRENO NUMERIC 
@ATTRIBUTE DISTANCIA_UNIVERSIDAD NUMERIC 
@ATTRIBUTE DISTANCIA_CENTRO_DEPORTIVO NUMERIC 
@ATTRIBUTE DISTANCIA_CANCHAS_DEPORTIVAS NUMERIC 
@ATTRIBUTE DISTANCIA_MERCADOS NUMERIC 
@ATTRIBUTE DISTANCIA_PARQUES NUMERIC 
@ATTRIBUTE DISTANCIA_PLAZASPUBLICAS NUMERIC 
@ATTRIBUTE DISTANCIA_JARDINES NUMERIC 
@ATTRIBUTE DISTANCIA_SUPERMERCADOS NUMERIC 
@ATTRIBUTE DISTANCIA_IGLESIA NUMERIC 
@ATTRIBUTE NUMERO_ESTACIONAMIENTOS NUMERIC 
@ATTRIBUTE NUMERO_RECAMARAS NUMERIC 
@ATTRIBUTE SUPERFICIE_VENDIBLE NUMERIC 
@ATTRIBUTE FZO NUMERIC 
@ATTRIBUTE FFR NUMERIC 
@ATTRIBUTE IMPORTE_TOTAL_ENFOQUE_DE_COSTOS NUMERIC 
@ATTRIBUTE IMPORTE_VALOR_CONCLUIDO NUMERIC 
@DATA 
-99.119703, 19.469302, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.75, 0.75, 1.0, 4.0, 4.0, 3.0, 4.0, 2, 4, 0.881110890011, 0.748747963665, 0.748747963665, 0.805374906948, 0.603690999289, 0.603690999289, 0.603690999289, 0.68720270779, 0.678890313635, 2.0, 3.0, 195.8, 1.20, 1.00, 2708607, 3583000.0 
-99.1302333, 19.4708416, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.44, 0.54, 0.82, 4.0, 4.0, 3.0, 4.0, 3, 5, 1.0, 1.0, 1.0, 0.805374906948, 0.68720270779, 0.748747963665, 1.0, 1.0, 0.554839781444, 1.0, 3.0, 237.1, 1.00, 1.00, 2660500.71, 3329000.0 
-99.0930694, 19.4833333, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.75, 0.75, 1.0, 4.0, 4.0, 3.0, 3.0, 2, 5, 1.0, 0.836520773834, 0.836520773834, 0.819028965419, 0.769908514104, 0.66809366801, 0.769908514104, 0.637747569244, 0.64928575058, 0.0, 5.0, 132.79, 1.00, 1.00, 1047285.27, 1251000.0 
-99.1326528, 19.55855, 09, 005, 2, 3, 3.0, 4.0, 1.0, 0.75, 0.75, 1.0, 2.0, 4.0, 3.0, 3.0, 3, 1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 5.0, 137.43, 1.00, 1.00, 1188216.77, 1188000.0 
-99.126104, 19.482245, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.9, 0.9, 1.0, 4.0, 4.0, 3.0, 5.0, 2, 5, 0.872798495856, 0.603690999289, 0.603690999289, 0.832980403694, 0.603690999289, 0.665236255164, 0.603690999289, 0.822605931868, 0.758687869872, 4.0, 4.0, 371.44, 1.00, 1.00, 4043533.5, 4312000.0 
-99.078614, 19.4825108, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.35, 0.53, 0.67, 4.0, 4.0, 3.0, 4.0, 2, 5, 1.0, 0.705775078853, 0.903077342637, 0.721863198447, 0.854226124792, 1.0, 0.854226124792, 0.881110890011, 0.638351489946, 3.0, 3.0, 186.59, 1.00, 1.00, 1800171.87, 1832000.0 
-99.089338, 19.486798, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.75, 0.75, 1.0, 4.0, 4.0, 3.0, 6.0, 2, 5, 1.0, 0.806722761091, 0.809665078932, 0.818219453341, 0.818894423889, 0.731969401336, 0.818354750298, 0.860581614598, 0.758243286608, 2.0, 3.0, 69.23, 1.00, 1.00, 1064331.28, 1105000.0 
-99.1260917, 19.5024806, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.9, 0.9, 1.0, 4.0, 4.0, 3.0, 3.0, 1, 5, 0.805374906948, 0.770714416291, 1.0, 0.770714416291, 0.748747963665, 1.0, 0.748747963665, 0.805374906948, 0.789286787355, 4.0, 3.0, 187.2, 1.00, 1.00, 2598209.21, 2700000.0 
-99.1101018, 19.499289, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.57, 0.62, 0.92, 4.0, 4.0, 3.0, 4.0, 2, 5, 0.82607975718, 0.912721042356, 0.738701986685, 0.872798495856, 0.705775078853, 0.748747963665, 0.705775078853, 0.872798495856, 0.770714416291, 1.0, 3.0, 193.43, 1.00, 1.00, 2938914.99, 2974000.0 
-99.145666, 19.493887, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.42, 0.46, 0.92, 4.0, 4.0, 3.0, 4.0, 2, 5, 1.0, 1.0, 1.0, 0.770714416291, 0.638351489946, 0.748747963665, 1.0, 1.0, 0.748747963665, 4.0, 2.0, 145.71, 1.00, 1.00, 2498115.13, 2711000.0 
-99.1234501, 19.4734351, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.71, 0.71, 1.0, 3.0, 4.0, 3.0, 4.0, 2, 5, 0.795981950144, 1.0, 0.82607975718, 0.72916736975, 0.68720270779, 0.649834644139, 0.68720270779, 0.694978433228, 0.737385231199, 2.0, 3.0, 174.24, 1.00, 1.00, 2588054.84, 2689000.0 
-99.092719, 19.4875871, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.79, 1.0, 0.79, 4.0, 4.0, 3.0, 3.0, 1, 5, 0.824804804249, 0.776592749324, 0.71568328346, 0.71568328346, 0.748747963665, 0.68720270779, 0.57680623407, 0.838138005199, 0.819565634135, 1.0, 5.0, 244.0, 1.00, 1.00, 0, 2182000.0 
-99.1258055, 19.4817333, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.44, 0.54, 0.82, 4.0, 4.0, 3.0, 3.0, 2, 5, 1.0, 1.0, 1.0, 0.748747963665, 0.638351489946, 0.748747963665, 1.0, 1.0, 0.748747963665, 2.0, 3.0, 161.92, 1.00, 1.00, 2537141.37, 2861000.0 
-99.059613, 19.467411, 09, 005, 2, 3, 3.0, 4.0, 1.0, 0.82, 0.82, 1.0, 4.0, 4.0, 3.0, 4.0, 1, 5, 0.832259672167, 0.748747963665, 0.748747963665, 0.68720270779, 0.748747963665, 0.748747963665, 0.721863198447, 0.805374906948, 0.638351489946, 1.0, 3.0, 207.18, 1.00, 1.00, 2190794.72, 2341000.0 
-99.1288027, 19.4793027, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.51, 0.56, 0.92, 4.0, 4.0, 3.0, 4.0, 2, 5, 0.819565634135, 1.0, 0.603690999289, 0.748747963665, 0.493294525569, 0.698685861983, 0.493294525569, 0.819565634135, 0.68720270779, 1.0, 4.0, 250.46, 1.00, 1.00, 2431646.57, 2930000.0 
-99.0634501, 19.4599081, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.81, 0.81, 1.0, 5.0, 4.0, 3.0, 6.0, 1, 5, 1.0, 0.796954891591, 1.0, 1.0, 0.694978433228, 1.0, 1.0, 0.910097693013, 0.735785890089, 1.0, 3.0, 83.74, 1.00, 1.00, 1545548.12, 1789000.0 
-99.0654111, 19.4813194, 09, 005, 2, 3, 3.0, 4.0, 1.0, 0.61, 0.61, 1.0, 4.0, 4.0, 3.0, 4.0, 3, 5, 0.784009362938, 0.84374282636, 0.84374282636, 0.780358116011, 0.84374282636, 1.0, 0.84374282636, 0.863869824512, 0.727741531479, 1.0, 3.0, 126.0, 1.00, 1.00, 1349637.12, 1400000.0 
-99.0665778, 19.4772667, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.75, 1.0, 0.75, 4.0, 4.0, 3.0, 3.0, 2, 5, 0.881110890011, 0.799194991961, 0.471328072943, 0.61877089603, 0.806871596104, 0.806871596104, 0.799194991961, 1.0, 0.527955016226, 2.0, 5.0, 186.88, 1.00, 1.00, 0, 1387000.0 
-99.06899, 19.456986, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.6, 0.6, 1.0, 4.0, 4.0, 3.0, 4.0, 2, 5, 1.0, 0.603690999289, 0.603690999289, 0.79759918151, 0.603690999289, 0.603690999289, 0.603690999289, 0.832259672167, 0.79759918151, 2.0, 4.0, 212.66, 1.20, 1.00, 3252535.84, 3065000.0 
-99.0931, 19.4831778, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.77, 0.77, 1.0, 4.0, 4.0, 3.0, 4.0, 2, 1, 0.903077342637, 0.81125323998, 0.806871596104, 0.805374906948, 0.75802037826, 0.730576531167, 0.75802037826, 0.730576531167, 0.675839975323, 0.0, 3.0, 112.0, 1.00, 0.80, 1087140.18, 1347100.0 
-99.1113972, 19.4574778, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.6, 0.6, 1.0, 4.0, 4.0, 3.0, 4.0, 2, 5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 8.0, 227.44, 1.00, 1.00, 2146150.22, 2342000.0 
-99.09265, 19.483, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.77, 0.77, 1.0, 4.0, 4.0, 3.0, 4.0, 2, 1, 0.903077342637, 0.81125323998, 0.806871596104, 0.805374906948, 0.75802037826, 0.730576531167, 0.75802037826, 0.730576531167, 0.675839975323, 0.0, 4.0, 125.0, 1.00, 0.80, 1212465.18, 1503400.0 
-99.063252, 19.467498, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.6, 0.6, 1.0, 4.0, 4.0, 3.0, 4.0, 2, 5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5.0, 184.48, 1.00, 1.00, 1794042.72, 2292000.0 
-99.062661, 19.469384, 09, 005, 2, 3, 3.0, 4.0, 1.0, 0.86, 0.86, 1.0, 4.0, 4.0, 3.0, 4.0, 1, 5, 0.832259672167, 0.748747963665, 0.748747963665, 0.68720270779, 0.748747963665, 0.748747963665, 0.721863198447, 0.805374906948, 0.638351489946, 2.0, 5.0, 231.0, 1.00, 1.00, 2725120, 2980000.0 
-99.120522, 19.482446, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.6, 0.6, 1.0, 4.0, 4.0, 3.0, 4.0, 1, 5, 0.810389566549, 0.736053925634, 0.736053925634, 1.0, 0.705775078853, 0.709169160416, 0.727741531479, 0.700497654437, 0.707822979621, 1.0, 3.0, 194.88, 1.00, 1.00, 2090191.5, 2173161.45 
-99.09613, 19.510137, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.6, 0.6, 1.0, 4.0, 4.0, 3.0, 4.0, 2, 5, 1.0, 1.0, 1.0, 0.854226124792, 1.0, 0.832259672167, 1.0, 0.832259672167, 0.805374906948, 0.0, 4.0, 165.23, 0.80, 0.80, 979823.36, 1654000.0 
-99.0629468, 19.4706158, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.61, 0.67, 0.92, 4.0, 4.0, 3.0, 4.0, 2, 5, 0.854226124792, 0.68720270779, 0.68720270779, 0.752075092224, 0.793846563558, 0.79935341661, 0.471328072943, 0.764534501305, 0.726007948654, 2.0, 3.0, 172.28, 1.00, 1.00, 1899735.25, 2798000.0 
-99.0877722, 19.4785556, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.82, 0.82, 1.0, 4.0, 4.0, 3.0, 5.0, 1, 5, 1.0, 0.854226124792, 0.854226124792, 0.748747963665, 0.854226124792, 1.0, 0.854226124792, 0.770714416291, 0.748747963665, 1.0, 3.0, 120.02, 1.00, 0.60, 976845.83, 1030000.0 
-99.0937781, 19.4833891, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.79, 0.79, 1.0, 3.0, 4.0, 3.0, 4.0, 2, 5, 1.0, 0.904408648201, 0.904408648201, 0.891861629014, 0.775632728884, 0.657781387246, 0.775632728884, 0.740004506697, 0.683118183492, 0.0, 3.0, 127.99, 1.00, 0.80, 932243.78, 1291000.0 
-99.1059444, 19.4716944, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.64, 0.7, 0.92, 4.0, 4.0, 3.0, 3.0, 2, 5, 1.0, 1.0, 1.0, 0.859144437385, 0.58644993379, 0.805374906948, 1.0, 1.0, 0.809810325396, 2.0, 3.0, 202.13, 1.00, 1.00, 2084001.52, 2607000.0 
-99.124413, 19.490537, 09, 005, 2, 3, 4.0, 4.0, 1.0, 0.6, 0.6, 1.0, 4.0, 4.0, 3.0, 5.0, 2, 5, 0.748747963665, 0.770714416291, 0.780358116011, 0.770714416291, 0.748747963665, 0.748747963665, 0.748747963665, 0.770714416291, 0.748747963665, 2.0, 4.0, 362.24, 1.00, 1.00, 4954527.71, 5392000.0 
