Fecha_hora_experimento,Clave_experimento,Archivo_CSV_ejemplos,CP,Tiempo_entrenamiento,N_entrenamiento,N_pruebas,EPOCHS,N_neuronas_entrada,N_capas_ocultas,N_neuronas_ocultas,N_neuronas_salida,promedio_IMPORTE_VALOR_CONCLUIDO,promedio_VALOR_FISICO_CONSTRUCCION,promedio_VALOR_FISICO_TERRENO,promedio_VALOR_FISICO_TERRENO_M2,promedio_regresion_IMPORTE_VALOR_CONCLUIDO,promedio_regresion_VALOR_FISICO_CONSTRUCCION,promedio_regresion_VALOR_FISICO_TERRENO,promedio_regresion_VALOR_FISICO_TERRENO_M2,error_promedio_IMPORTE_VALOR_CONCLUIDO,error_promedio_VALOR_FISICO_CONSTRUCCION,error_promedio_VALOR_FISICO_TERRENO,error_promedio_VALOR_FISICO_TERRENO_M2,error_min_IMPORTE_VALOR_CONCLUIDO,error_max_IMPORTE_VALOR_CONCLUIDO,error_min_VALOR_FISICO_CONSTRUCCION,error_max_VALOR_FISICO_CONSTRUCCION,error_min_VALOR_FISICO_TERRENO,error_max_VALOR_FISICO_TERRENO,error_min_VALOR_FISICO_TERRENO_M2,error_max_VALOR_FISICO_TERRENO_M2,desviacion_std_error_IMPORTE_VALOR_CONCLUIDO,desviacion_std_error_VALOR_FISICO_CONSTRUCCION,desviacion_std_error_VALOR_FISICO_TERRENO,desviacion_std_error_VALOR_FISICO_TERRENO_M2
"Saturday, 01. October 2016 03:18AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold3_L1_H55,from_server_,-03103-03100-03104-03200-03230-03240,101.31750297546387,371,41,500,45,1,55,4,3217333.3638005392,1151496.1963342316,926408.38795148255,24291.37708894879,2929479.2041043453,1034161.9780840647,620055.39700053632,26661.143207470166,895513.25056022289,407054.91573110787,392225.54795123037,4338.332912739922,4283.578235224355,5739743.3101129644,752.43347348715179,2126103.7865265133,13.84962554986123,3882337.4003744503,2.3405558860285964,25789.037523226409,809811.112997606,347239.52436943294,495234.4764072383,4350.7336624839045
"Saturday, 01. October 2016 03:20AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold4_L1_H55,from_server_,-03103-03100-03104-03200-03230-03240,101.04471898078918,371,41,500,45,1,55,4,3205568.5120485178,1144890.5246361187,927118.56649595697,24101.65358490566,3102954.5481025898,1004362.8456733716,1132396.9168195957,21522.668683096126,877484.91197444196,407494.63056420838,437878.61568433716,4824.9561219025427,896.33210118673742,5612896.3321011867,2413.7078144707484,2169050.9321855297,670.00452950783074,2859591.0654704925,0.52802318071189802,24330.168023180711,769078.6927810042,351679.8665852558,351840.1279276051,4207.265010554006
"Saturday, 01. October 2016 03:21AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold5_L1_H55,from_server_,-03103-03100-03104-03200-03230-03240,100.75101017951965,371,41,500,45,1,55,4,3214215.4123180592,1150375.485283019,918260.63951482472,24133.788490566036,3062130.3637500457,1188234.9048471167,773690.34392334335,22836.324584857208,865192.18728099379,401575.6110984062,347488.90517495817,4386.2681183588402,2130.3637500461191,5656869.6362499539,2165.0951528833248,1988261.3151528835,677.22392334335018,3720746.6560766567,2.7245848571837996,23094.895415142819,769672.0192607549,324891.81632557005,439271.06829585397,4308.287255739043
"Saturday, 01. October 2016 03:23AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold6_L1_H55,from_server_,-03103-03100-03104-03200-03230-03240,100.83084201812744,371,41,500,45,1,55,4,3236157.0123989214,1159005.7374123989,925264.92625336919,24191.383665768193,3429237.8237537039,1188640.2807572829,1204584.6193978104,25161.978392076104,901291.06565300003,402465.82278086653,481975.76208454795,4041.5798797291009,8664.4879757855088,5282664.4879757855,27.662065587937832,1986068.5579344123,876.90405014157295,3287340.0959498584,18.58598201590371,24740.103583944423,752131.7230685955,324443.47289688647,376022.1170892383,4218.87019986121
"Saturday, 01. October 2016 03:25AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold7_L1_H55,from_server_,-03103-03100-03104-03200-03230-03240,100.93831896781921,371,41,500,45,1,55,4,3269923.4985714285,1169324.7962533694,921165.14088948781,24366.079946091646,3274226.5293891174,1138582.1416801712,910184.51073363784,24326.127876000752,866706.51477131573,390473.98211336246,340028.37792147568,3866.4565135485336,245.17143985256553,5435754.8285601474,1482.4167300027329,2035813.8032699975,1879.6146888461662,3580842.9546888461,8.6692223692189145,23907.79077763078,772794.9074244258,336977.8622382131,379132.84813309374,3822.844598483619
"Saturday, 01. October 2016 03:26AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold8_L1_H55,from_server_,-03103-03100-03104-03200-03230-03240,100.70755505561829,371,41,500,45,1,55,4,3230160.6953369272,1158482.7347439353,917434.75309973035,24386.125498652291,3913494.66368321,1561712.9069182533,1082553.8799831886,23231.401132140425,1096857.5228004667,560414.71800671122,415838.14272640797,3984.50678583333,1053.8089164253324,4804946.1910835747,4074.5014824827667,1613101.7185175174,2036.1850977907889,3411542.1949022091,1.3731820451757812,22758.523182045177,801356.9702656269,352179.94935068424,379411.4206202941,3900.5894138707486
"Saturday, 01. October 2016 03:29AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold9_L1_H55,from_server_,-03103-03100-03104-03200-03230-03240,129.6806149482727,371,41,500,45,1,55,4,3184794.9271428571,1136283.7146630727,908229.55738544476,24125.912345013479,2734889.3453980638,964350.4713184369,734998.82961232401,24011.306000068245,912126.98075449374,410415.98604396422,342975.71682351053,4053.7267684625835,916.22778505040333,4631916.2277850509,1842.3670248375274,2209183.7429751628,310.32595846161712,3757245.3740415382,28.917022667021229,23580.542977332978,773163.597332088,350884.4748529335,418166.9017738293,4015.2150200396977
"Saturday, 01. October 2016 03:31AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold0_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,129.31249594688416,371,41,500,45,1,60,4,3178031.4770080862,1137995.8075741241,916925.65064690018,24142.323126684638,3657754.1848500879,1138996.1355131927,975803.25857577054,25305.228809400629,961608.600022792,395307.72264994483,374478.35409715568,4108.4564531439291,1690.5584672736004,4990393.2103721322,4355.0258344741305,1987835.2215523729,2478.1412728563882,3530172.0461856346,37.253444965743256,24425.206555034256,767952.6352891603,310020.00847154524,404295.9024822278,4230.491575619102
"Saturday, 01. October 2016 03:33AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold1_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,129.5865831375122,371,41,500,45,1,60,4,3238759.8867115905,1158562.1879514826,942736.930458221,24357.576846361186,3609525.6332845623,1416494.5951007965,1057326.6460947345,24328.321674444294,963714.52688712976,481901.30765574879,408010.85252053692,3943.337732382292,14487.794701432809,5102487.7947014328,2372.6152983880602,1758158.8352983883,1500.6296076041181,3434673.7403923962,11.139601003411371,23905.320398996588,777946.3648365885,336975.1148763745,389692.3507086553,3880.7227582109294
"Saturday, 01. October 2016 03:35AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold2_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,130.11850810050964,371,41,500,45,1,60,4,3195425.1923719672,1133615.2629919138,924879.85738544469,24265.83409703504,3608147.3409406799,1336371.8588882794,920915.78420696268,28367.796638973479,947502.86399179988,443472.65852341749,363722.47487970791,5287.6426320379715,5018.6291418550536,5048871.3229784649,994.31453220546246,1820850.0345322057,764.75669170869514,3584063.5433082916,4.5953941129228042,27404.864605887076,774933.2659819387,328096.67840714066,406316.9975182496,4684.330005305587
"Saturday, 01. October 2016 03:37AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold3_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,130.99825286865234,371,41,500,45,1,60,4,3217333.3638005392,1151496.1963342316,926408.38795148255,24291.37708894879,3598614.2011523177,1254760.7334519424,1272000.2817685977,23316.554092852359,956716.84621220734,420119.22208076593,532614.41348060349,4047.3279545042242,6027.7077033962123,5062407.5840720199,2900.9456340533216,1907836.7519814903,1772.5755946566351,3228355.9244053434,2.08354721449723,22933.303547214498,777620.8988103658,327380.6732603645,375376.31725908344,4086.7358788827682
"Saturday, 01. October 2016 03:40AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold4_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,129.0613751411438,371,41,500,45,1,60,4,3205568.5120485178,1144890.5246361187,927118.56649595697,24101.65358490566,3776999.7277053581,1540129.7554122361,1113581.1301119397,23785.605625243126,1025898.2963199196,549049.27786202461,425050.79843537096,3912.4698703314334,10667.175512705464,4784667.175512705,2916.5700237392448,1623564.7900237394,657.38155603874475,2890191.8484439612,18.287534667237196,22846.77246533276,787475.0370267525,352241.9205711789,354204.2735698374,4072.4039086908965
"Saturday, 01. October 2016 03:42AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold5_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,130.69630098342896,371,41,500,45,1,60,4,3214215.4123180592,1150375.485283019,918260.63951482472,24133.788490566036,2512846.7175491308,899062.02316672704,916947.89339831751,23347.633072365032,1013265.9443789598,433338.36601803714,355909.05505816772,4178.0662868579611,5763.9765543248504,6202236.0234456751,1059.553309023031,2276262.096690977,2194.4931805597153,3576242.5068194401,4.8426113206442096,22860.217388679353,881318.3123169884,374405.6233427921,406855.1404003125,4217.280626746457
"Saturday, 01. October 2016 03:44AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold6_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,129.86537909507751,371,41,500,45,1,60,4,3236157.0123989214,1159005.7374123989,925264.92625336919,24191.383665768193,3013106.0567096449,1071506.5364918162,767086.43851147511,22287.63707795713,886899.74994197162,398848.61468692956,351479.7653902134,4462.4323347561176,9802.5130767412484,5698802.5130767412,336.16882429551333,2103241.8011757047,1706.4314721263945,3725019.4285278735,8.9737292044337664,23518.643729204436,777114.5567390183,339029.22036657,444010.07478639355,4111.235377518119
"Saturday, 01. October 2016 03:46AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold7_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,128.9898910522461,371,41,500,45,1,60,4,3269923.4985714285,1169324.7962533694,921165.14088948781,24366.079946091646,3041686.6674688011,960035.63106047653,744553.04322215507,21825.582412853659,876247.58138349291,417810.20732561871,343151.49926382437,4536.3457685392386,569.0681872246787,5671569.0681872256,407.66955748875625,2213041.9895574888,1129.2011400067713,3749061.9211400067,22.954064008990827,23977.174064008992,794609.4754334015,366135.8180934553,414554.44507682766,3928.2540185988537
"Saturday, 01. October 2016 03:48AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold8_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,132.01347184181213,371,41,500,45,1,60,4,3230160.6953369272,1158482.7347439353,917434.75309973035,24386.125498652291,2230366.2977390969,862260.76864697377,635165.13975134527,26122.937384935303,1196805.8328687968,454753.61346079857,382347.91501486092,4032.4032573377854,1103.557478944771,6241651.3256695429,777.70631541882176,2314718.5136845815,1724.050040543545,3887656.9499594565,6.1604840198924649,25202.527507904706,969762.4472817465,395743.1156450893,471044.4509216141,3987.268874004837
"Saturday, 01. October 2016 03:50AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold9_L1_H60,from_server_,-03103-03100-03104-03200-03230-03240,130.85811495780945,371,41,500,45,1,60,4,3184794.9271428571,1136283.7146630727,908229.55738544476,24125.912345013479,3446785.3682680745,1191783.4707025536,1002559.1357982941,23555.971887646996,882698.04471632524,398454.15120103169,372168.01898445247,4015.80996005717,1476.9674497311935,3913523.0325502688,746.81658175541088,1957749.4034182448,635.7837054223055,3491261.2162945778,12.987261847923946,22599.592738152074,718981.9948358684,323278.93865478935,363056.4526160644,4101.754925853265
"Saturday, 01. October 2016 03:53AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold0_L1_H65,from_server_,-03103-03100-03104-03200-03230-03240,128.97300505638123,371,41,500,45,1,65,4,3178031.4770080862,1137995.8075741241,916925.65064690018,24142.323126684638,2878904.9953852068,1033043.638304426,519244.46957927704,22169.51750021839,876521.37076415098,398342.84340385615,431834.82710075489,4359.5599009233856,13873.486938551068,5729369.3560314029,549.04419575096108,2099303.0441957507,486.13733065756969,3985432.8626693422,9.883715819389181,24071.336284180612,776011.003083314,323513.3324978653,521255.11066783516,4167.952518166935
"Saturday, 01. October 2016 03:55AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold1_L1_H65,from_server_,-03103-03100-03104-03200-03230-03240,129.30807185173035,371,41,500,45,1,65,4,3238759.8867115905,1158562.1879514826,942736.930458221,24357.576846361186,3490045.8401630311,1039256.3526204925,1664252.7430934324,21181.426393636611,933247.94730864349,410586.3223390127,828076.84405296994,4997.0078023211227,809.18272456573322,5224809.1827245653,245.12141927855555,2135995.0985807218,358.22704372904263,2828774.7729562707,19.772739657000784,24686.547260342999,768962.6630105891,353523.13666771655,374803.5486208695,4150.105496554744
"Saturday, 01. October 2016 03:57AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold2_L1_H65,from_server_,-03103-03100-03104-03200-03230-03240,131.10547304153442,371,41,500,45,1,65,4,3195425.1923719672,1133615.2629919138,924879.85738544469,24265.83409703504,3881653.2033452848,1430203.1591483739,938190.93763962202,27131.473039756194,1072539.3613183899,487798.56024420413,366887.34474100056,4578.0391283339604,5854.2919939337298,4749445.6128477044,824.07531579746865,1730866.1446842027,530.08576486608945,3568402.1142351339,85.041461505727057,26417.206072677716,798011.2224374539,335169.93286620436,402556.23647011037,4149.641478023793
"Saturday, 01. October 2016 03:59AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold3_L1_H65,from_server_,-03103-03100-03104-03200-03230-03240,130.87685990333557,371,41,500,45,1,65,4,3217333.3638005392,1151496.1963342316,926408.38795148255,24291.37708894879,3597381.7693769396,1291897.0788796907,1098103.011855501,25459.775245923614,955482.57289652084,432155.96306070936,435145.33687119,4052.7051810677372,228.00832945667207,5120228.0083294567,2135.9538311199285,1883982.1738311201,1401.4917374392971,3393515.4917374393,63.642890266899485,24956.9971097331,780255.0113595519,327161.31294662855,382405.1710216261,4268.108368525174
"Saturday, 01. October 2016 04:01AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold4_L1_H65,from_server_,-03103-03100-03104-03200-03230-03240,132.0875871181488,371,41,500,45,1,65,4,3205568.5120485178,1144890.5246361187,927118.56649595697,24101.65358490566,2506153.9644580814,919326.82586958702,679755.77813892788,18358.239329952419,1025767.3040310226,427407.29112890823,370960.85857009882,6841.4683527531297,1822.2925254716538,6218822.2925254721,3297.9187804412795,2259518.3012195588,320.57179461710621,3309255.2482053828,57.598894678212673,27339.858894678215,884406.7535593379,370228.62862418295,443189.22292233404,4330.984521384928
"Saturday, 01. October 2016 04:03AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold5_L1_H65,from_server_,-03103-03100-03104-03200-03230-03240,129.4006838798523,371,41,500,45,1,65,4,3214215.4123180592,1150375.485283019,918260.63951482472,24133.788490566036,2655036.3416797519,807631.22922211164,717102.20399642654,25099.291334571728,956888.53092715982,472449.43181287654,356958.35041193338,4139.1355014909195,16897.306025975849,6060902.6939740237,4727.7635261057876,2365960.5264738942,1253.8919528360711,3775910.9980471637,22.199966028012568,24627.260033971987,845104.4933929036,398754.7783825289,453564.26287336776,4420.709216058824
"Saturday, 01. October 2016 04:06AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold6_L1_H65,from_server_,-03103-03100-03104-03200-03230-03240,129.6728858947754,371,41,500,45,1,65,4,3236157.0123989214,1159005.7374123989,925264.92625336919,24191.383665768193,4184345.0125391297,1504575.1375101586,790982.59594462963,21689.852893283976,1241133.3876189473,520244.54712959297,345046.29673185392,4719.1888210861489,5072.3534795911983,4531927.6465204088,2537.0589026291855,1670905.2089026293,108.5290293104481,3702666.1709706895,9.5828951971961942,24100.802895197197,831771.7308828763,338556.48220585485,437495.8536044175,4129.3062330063
"Saturday, 01. October 2016 04:08AM",from_server_-03103-03100-03104-03200-03230-03240_N412_E500_10fold7_L1_H65,from_server_,-03103-03100-03104-03200-03230-03240,131.01220393180847,371,41,500,45,1,65,4,3269923.4985714285,1169324.7962533694,921165.14088948781,24366.079946091646,3474534.6067430368,1140219.3637929836,675500.56710744137,22580.82816795546,898703.39603162312,390076.15697964374,364469.77282143186,4096.7204075900081,4898.4492369163781,5094816.0498616816,774.70293863257393,2027706.2570613676,696.38579497067258,3834416.0281204311,31.32116244214194,23655.502372297538,763299.7988226211,336293.8779849807,431624.7327376473,3898.1970949721795
