LONGITUD, LATITUD, SUPERFICIE_VENDIBLE, NUMERO_ESTACIONAMIENTOS, NUMERO_RECAMARAS, FACTOR_RESULTANTE_PRIVATIVAS, FACTOR_EDAD_PRIVATIVAS, FACTOR_CONSERVACION_PRIVATIVAS, CVE_NIVEL_INFRAESTR_URBANA, CVE_NIVEL_EQUIPAMIENTO_URBANO, CVE_CLASE_INMUEBLE, CVE_CLASE_GENERAL_INMUEBLES_ZONA, CVE_NIVEL_SOCIO_ECONOMICO_ZONA, CVE_CLASIFICACION_ZONA, CVE_DENSIDAD_POBLACION, CVE_REF_PROXIMIDAD_URBANA, CVE_UBICACION_INMUEBLE_TERRENO, DISTANCIA_UNIVERSIDAD, DISTANCIA_CENTRO_DEPORTIVO, DISTANCIA_CANCHAS_DEPORTIVAS, DISTANCIA_MERCADOS, DISTANCIA_PARQUES, DISTANCIA_PLAZASPUBLICAS, DISTANCIA_JARDINES, DISTANCIA_SUPERMERCADOS, DISTANCIA_IGLESIA, FZO, FFR, IMPORTE_TOTAL_ENFOQUE_DE_COSTOS, VALOR_COMPARATIVO_INMUEBLE_M2, IMPORTE_VALOR_CONCLUIDO 
-99.163703, 19.364432, 88.04, 2.0, 3.0, 1.0, 1.0, 1.0, 4.0, 4.0, 5.0, 4.0, 5.0, 2.0, 4.0, 2.0, 1.0, 750.0, 450.0, 200.0, 150.0, 50.0, 150.0, 5.0, 150.0, 100.0, 1.2, 1.0, 2335519.28, 36839.0, 3243000.0 
-99.186226, 19.373789, 100.0, 2.0, 2.0, 1.0, 1.0, 1.0, 3.0, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 2.0, 5.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 1.0, 1.0, 2319957.2, 30003.95, 3000000.0 
-99.163575, 19.3647778, 71.64, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 1.0, 2000.0, 100.0, 100.0, 800.0, 1200.0, 1500.0, 1200.0, 1000.0, 1000.0, 1.0, 1.0, 2134391.16, 45496.68, 3259000.0 
-99.163625, 19.364577, 82.67, 2.0, 2.0, 1.0, 1.0, 1.0, 4.0, 4.0, 5.0, 4.0, 5.0, 2.0, 4.0, 2.0, 1.0, 750.0, 450.0, 200.0, 150.0, 50.0, 150.0, 5.0, 150.0, 100.0, 1.2, 1.0, 2152372.38, 36839.0, 3045000.0 
-99.164349, 19.363567, 129.5, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 1.0, 4.0, 2000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1.0, 1.0, 3016566.86, 30736.56, 3976000.0 
-99.1851611, 19.3698139, 122.3, 2.0, 2.0, 1.0, 1.0, 1.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 2.0, 5.0, 400.0, 1000.0, 1000.0, 500.0, 200.0, 900.0, 900.0, 900.0, 300.0, 1.0, 1.0, 2612720.23, 30934.93, 3783000.0 
-99.1634667, 19.3647194, 82.93, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 1.0, 2000.0, 100.0, 100.0, 800.0, 1200.0, 1500.0, 1200.0, 1000.0, 1000.0, 1.0, 1.0, 2462135.39, 43229.2, 3585000.0 
-99.17855, 19.35115, 61.27, 2.0, 2.0, 0.64, 0.64, 1.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.0, 4.0, 2.0, 1.0, 1000.0, 360.0, 818.0, 500.0, 360.0, 715.0, 360.0, 715.0, 122.0, 1.0, 1.0, 1162091.3, 25107.47, 1538000.0 
-99.1665277, 19.3628888, 116.01, 2.0, 3.0, 0.87, 0.95, 0.92, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 2.0, 5.0, 2000, 2000, 2000, 1500.0, 1000.0, 300.0, 2000, 2000, 1800.0, 1.0, 1.0, 3361378.58, 33000.0, 3828000.0 
-99.163729, 19.364912, 82.67, 2.0, 2.0, 1.0, 1.0, 1.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 2.0, 1.0, 2000.0, 2000, 2000, 2000, 2000.0, 1000.0, 2000, 2000.0, 2000.0, 1.2, 1.0, 2167829.96, 41220.77, 3408000.0 
