SUPERFICIE_TERRENO,SUPERFICIE_PRIVATIVAS,NUMERO_RECAMARAS,NUMERO_RECAMARAS,NUMERO_BANIOS,NUMERO_MEDIOS_BANOS,NUMERO_ESTACIONAMIENTOS,CVE_CLASE_INMUEBLE,CVE_ESTADO_CONSERVACION,ELEVADOR,INDICE_SATURACION_ZONA,CVE_DENSIDAD_HABITACIONAL,DENSIDAD_HABITACIONAL_VIVIENDAS,CVE_NIVEL_SOCIO_ECONOMICO_ZONA,NIVEL_INFRAESTRUCTURA,CVE_NIVEL_INFRAESTR_URBANA,CVE_NIVEL_EQUIPAMIENTO_URBANO,DISTANCIA_IGLESIA,DISTANCIA_BANCOS,DISTANCIA_CANCHAS_DEPORTIVAS,DISTANCIA_CENTRO_DEPORTIVO,DISTANCIA_PLAZASPUBLICAS,DISTANCIA_PARQUES,DISTANCIA_JARDINES,DISTANCIA_MERCADOS,DISTANCIA_SUPERMERCADOS,DISTANCIA_LOCALES_COMERCIALES,DISTANCIA_SERVICIOS_SALUD_PRIMER_NIVEL_,DISTANCIA_SERVICIOS_SALUD_SEGUNDO_NIVEL_,DISTANCIA_SERVICIOS_SALUD_TERCER_NIVEL_,DISTANCIA_ESCUELAS_PRIMARIAS,DISTANCIA_ESCUELAS_SECUNDARIAS,DISTANCIA_ESCUELAS_PREPARATORIA,DISTANCIA_UNIVERSIDAD,LONGITUD,LATITUD,codigo_postal_ubicacion_inmueble,CAT_REGIMEN_PROPIEDAD,CAT_TIPO_INMUEBLE,id2,IM_VENTAS_VALOR_UNITARIO_APLICABLE_AVALUO_M2,IM_VENTAS_VALOR_MERCADO_INMUEBLE
204,90,2,2,1,1,1,3,6,2,85,2,80,4,90.00,2,4,1000,600,800,600,600,800,800,500,600,300,300,500,700,500,800,400,400,98.3594389,26.0333333,88736,1,2,33779,10331.17,929805
96,43.93,2,2,1,0,1,3,6,0,80,4,300,3,100.00,3,3,0,0,0,0,0,60,0,2775,0,306,1470,0,0,620,732,0,0,-98.3484667,26.0309500,88736,1,2,134219,7839.58,344392.75
96,43.93,2,2,1,0,1,3,6,0,80,4,300,3,100.00,3,3,0,0,60,0,0,60,0,2775,0,306,1470,0,0,620,732,0,0,-98.3477833,26.0326333,88736,1,2,151151,7839.58,344392.75
96,43.93,2,2,1,0,1,3,6,0,80,4,300,3,100.00,3,3,0,0,60,0,0,60,0,2775,0,306,1470,0,0,620,732,0,0,-98.3481833,26.0307333,88736,1,2,207914,7839.58,344392.75
96,43.93,2,2,1,0,1,3,6,0,80,4,300,3,100.00,3,3,0,0,60,0,0,60,0,2775,0,306,1470,0,0,620,732,0,0,-98.3481833,26.0307333,88736,1,2,209067,7839.58,344392.75
96,43.93,2,2,1,0,1,3,6,0,80,4,300,3,100.00,3,3,0,0,60,0,0,60,0,2775,0,306,1470,0,0,620,732,0,0,-98.3481833,26.0307333,88736,1,2,209292,7839.58,344392.75
119,43.5,2,2,1,0,1,3,6,0,80,1,66,0,100.0000,3,3,850,1500,210,0,80,210,210,1500,2000,500,2000,0,0,430,1500,1300,200,-98.3473149,26.0279774,88736,1,2,223154,7760,338000
187.24,45.08,2,2,1,0,1,3,6,0,80,1,66,0,100.0000,3,3,850,1500,210,0,80,210,210,1500,2000,500,2000,0,0,430,1500,1300,200,-98.3480041,26.0275893,88736,1,2,229070,9580,432000
119,45.91,2,2,1,0,1,3,6,0,80,1,66,0,100.0000,3,3,850,1500,210,0,80,210,210,1500,2000,500,2000,0,0,430,1500,1300,200,-98.3469983,26.0277495,88736,1,2,239618,7590,348000
119,45.91,2,2,1,0,1,3,6,0,80,1,66,0,100.0000,3,3,850,1500,210,0,80,210,210,1500,2000,500,2000,0,0,430,1500,1300,200,-98.3472476,26.0276024,88736,1,2,246409,7590,348000
