SUPERFICIE_TERRENO,SUPERFICIE_PRIVATIVAS,NUMERO_RECAMARAS,NUMERO_RECAMARAS,NUMERO_BANIOS,NUMERO_MEDIOS_BANOS,NUMERO_ESTACIONAMIENTOS,CVE_CLASE_INMUEBLE,CVE_ESTADO_CONSERVACION,ELEVADOR,INDICE_SATURACION_ZONA,CVE_DENSIDAD_HABITACIONAL,DENSIDAD_HABITACIONAL_VIVIENDAS,CVE_NIVEL_SOCIO_ECONOMICO_ZONA,NIVEL_INFRAESTRUCTURA,CVE_NIVEL_INFRAESTR_URBANA,CVE_NIVEL_EQUIPAMIENTO_URBANO,DISTANCIA_IGLESIA,DISTANCIA_BANCOS,DISTANCIA_CANCHAS_DEPORTIVAS,DISTANCIA_CENTRO_DEPORTIVO,DISTANCIA_PLAZASPUBLICAS,DISTANCIA_PARQUES,DISTANCIA_JARDINES,DISTANCIA_MERCADOS,DISTANCIA_SUPERMERCADOS,DISTANCIA_LOCALES_COMERCIALES,DISTANCIA_SERVICIOS_SALUD_PRIMER_NIVEL_,DISTANCIA_SERVICIOS_SALUD_SEGUNDO_NIVEL_,DISTANCIA_SERVICIOS_SALUD_TERCER_NIVEL_,DISTANCIA_ESCUELAS_PRIMARIAS,DISTANCIA_ESCUELAS_SECUNDARIAS,DISTANCIA_ESCUELAS_PREPARATORIA,DISTANCIA_UNIVERSIDAD,LONGITUD,LATITUD,codigo_postal_ubicacion_inmueble,CAT_REGIMEN_PROPIEDAD,CAT_TIPO_INMUEBLE,id2,IM_VENTAS_VALOR_UNITARIO_APLICABLE_AVALUO_M2,IM_VENTAS_VALOR_MERCADO_INMUEBLE
140.00,60.53,2,2,2,0,1,3,4,0,70,4,650,3,100.00,3,4,1800,2000,200,0,0,100,100,2000,2000,1500,2000,0,0,500,700,1600,0,-86.8568244,21.1597597,77517,2,3,66746,9910.00,600000.00
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8818638,21.1979463,77517,2,3,95227,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8826803,21.1976700,77517,2,3,102747,8726.4,385000
80.09,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8821380,21.1982370,77517,2,3,102811,8726.4,385000
80.09,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8817432,21.1984129,77517,2,3,104192,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8831708,21.1974790,77517,2,3,104516,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8819860,21.1990930,77517,2,3,110742,8904.72,393000
80.57,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8824478,21.1986335,77517,2,3,111393,8726.4,385000
80.57,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8823667,21.1987881,77517,2,3,111319,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8832610,21.1981040,77517,2,3,112656,8904.72,393000
80.57,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8824095,21.1987664,77517,2,3,112922,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8821546,21.1990071,77517,2,3,113350,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8832640,21.1976190,77517,2,3,113248,8904.72,393000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8833293,21.1980588,77517,2,3,113833,8726.4,385000
79.35,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8828970,21.1986350,77517,2,3,114104,8726.4,385000
79.35,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8823755,21.1990198,77517,2,3,120052,8726.4,385000
80.17,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8820547,21.1986847,77517,2,3,121338,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8835095,21.1975516,77517,2,3,121538,8726.4,385000
80.17,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8818566,21.1987866,77517,2,3,121723,8726.4,385000
80.32,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8836996,21.1978711,77517,2,3,139415,8726.4,385000
104.15,67.96,2,2,1,0,1,3,4,2,90,2,40,3,100.00,3,4,300,1000,200,0,1000,50,50,300,500,100,600,500,800,350,800,800,1500,86.8587528,21.1592278,77517,2,4,67846,6505.95,442000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8810983,21.1983270,77517,2,3,93850,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8815492,21.1979994,77517,2,3,94687,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8820934,21.1978321,77517,2,3,95646,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8832963,21.1976880,77517,2,3,102473,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8814671,21.1984796,77517,2,3,104523,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8819903,21.1981257,77517,2,3,104448,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8830125,21.1982005,77517,2,3,111216,8726.4,385000
105.46,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8830540,21.1984450,77517,2,3,111097,10225.72,451000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8832387,21.1981239,77517,2,3,111055,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8827903,21.1979900,77517,2,3,111456,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8831030,21.1981600,77517,2,3,111992,8726.4,385000
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8831493,21.1982036,77517,2,3,112245,8726.4,385000
80.45,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8816247,21.1987911,77517,2,3,112469,8726.4,385000
80.45,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8817432,21.1990379,77517,2,3,113830,8726.4,385000
80.32,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8838171,21.1981516,77517,2,3,120065,8726.4,385000
80.32,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8839962,21.1981629,77517,2,3,121275,8726.4,385000
80.32,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8837465,21.1979172,77517,2,3,122121,8726.4,385000
146.00,140.59,2,2,1,0,0,3,4,2,95,4,4,3,90,3,4,350,300,1300,1300,0,350,300,350,1000,100,0,0,1000,400,600,2000,1800,-86.8629751,21.1633722,77517,1,2,132483,4110.00,577825.00
78.75,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8820331,21.1994740,77517,2,3,147299,8726.4,385000
177.6,84,3,3,4,0,2,2,4,2,80,4,100,3,100.00,3,4,300,250,150,1000,250,150,150,250,250,50,0,0,500,400,1000,1000,0,86.8609528,21.1686833,77517,1,2,65252,5993.88,503485.92
78.86,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8826153,21.1974613,77517,2,3,94665,8726.4,385000
78.86,44.1,2,2,1,0,1,3,6,2,80,3,60,3,100.00,3,3,2000,0,2000,2000,2000,2000,2000,0,2000,2000,2000,2000,0,2000,2000,2000,0,86.8828405,21.1973385,77517,2,3,94784,8726.4,385000
