LONGITUD, LATITUD, SUPERFICIE_VENDIBLE, NUMERO_ESTACIONAMIENTOS, NUMERO_RECAMARAS, FACTOR_RESULTANTE_PRIVATIVAS, FACTOR_EDAD_PRIVATIVAS, FACTOR_CONSERVACION_PRIVATIVAS, CVE_NIVEL_INFRAESTR_URBANA, CVE_NIVEL_EQUIPAMIENTO_URBANO, CVE_CLASE_INMUEBLE, CVE_CLASE_GENERAL_INMUEBLES_ZONA, CVE_NIVEL_SOCIO_ECONOMICO_ZONA, CVE_CLASIFICACION_ZONA, CVE_DENSIDAD_POBLACION, CVE_REF_PROXIMIDAD_URBANA, CVE_UBICACION_INMUEBLE_TERRENO, DISTANCIA_UNIVERSIDAD, DISTANCIA_CENTRO_DEPORTIVO, DISTANCIA_CANCHAS_DEPORTIVAS, DISTANCIA_MERCADOS, DISTANCIA_PARQUES, DISTANCIA_PLAZASPUBLICAS, DISTANCIA_JARDINES, DISTANCIA_SUPERMERCADOS, DISTANCIA_IGLESIA, FZO, FFR, IMPORTE_TOTAL_ENFOQUE_DE_COSTOS, VALOR_COMPARATIVO_INMUEBLE_M2, IMPORTE_VALOR_CONCLUIDO 
-99.145574, 19.522795, 97.85, 1.0, 3.0, 0.42, 0.46, 0.92, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 5.0, 2000, 2000, 2000, 1350.0, 400.0, 2000.0, 2000, 2000, 1000.0, 1.2, 1.0, 881004.42, 12747.0, 1247000.0 
-99.15475, 19.528577, 58.0, 0.0, 3.0, 0.92, 0.92, 1.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 5.0, 1500.0, 800.0, 50.0, 300.0, 750.0, 950.0, 50.0, 300.0, 500.0, 1.0, 1.0, 691616.34, 12237.8, 710000.0 
-99.151504, 19.523055, 74.26, 0.0, 3.0, 0.83, 0.83, 1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1700.0, 700.0, 200.0, 50.0, 200.0, 200.0, 200.0, 500.0, 250.0, 1.2, 1.0, 850242.55, 14775.44, 1097000.0 
-99.1545861, 19.5275194, 58.55, 1.0, 3.0, 0.8, 0.8, 1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 1.0, 1200.0, 350.0, 350.0, 650.0, 300.0, 890.0, 300.0, 890.0, 1100.0, 1.2, 1.0, 639614.68, 11105.0, 650000.0 
-99.1462251, 19.5248631, 58.0, 0.0, 3.0, 0.76, 0.76, 1.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 1.0, 1310.0, 1560.0, 697.0, 328.0, 365.0, 1100.0, 365.0, 1100.0, 226.0, 1.2, 1.0, 848999.96, 14775.86, 780000.0 
-99.150664, 19.524675, 71.26, 1.0, 2.0, 0.91, 0.91, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 5.0, 1.0, 3.0, 2000.0, 800.0, 800.0, 600.0, 100.0, 2000.0, 100.0, 400.0, 500.0, 1.2, 1.0, 832941.5, 13501.37, 962000.0 
-99.1506861, 19.5232972, 71.26, 0.0, 2.0, 0.8, 0.8, 1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 5.0, 3.0, 3.0, 1250.0, 1500.0, 250.0, 900.0, 50.0, 50.0, 50.0, 831.0, 571.0, 1.2, 1.0, 705009.3, 13842.91, 986000.0 
-99.1467139, 19.5256861, 58.0, 0.0, 3.0, 0.75, 0.75, 1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 5.0, 1700.0, 700.0, 200.0, 50.0, 200.0, 200.0, 200.0, 500.0, 250.0, 1.0, 1.0, 494117.24, 13403.03, 777000.0 
-99.15475, 19.528577, 58.0, 0.0, 3.0, 0.92, 0.92, 1.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 5.0, 1500.0, 800.0, 50.0, 300.0, 750.0, 950.0, 50.0, 300.0, 500.0, 1.0, 1.0, 691616.34, 12237.8, 710000.0 
-99.1505333, 19.5245527, 70.85, 1.0, 2.0, 0.62, 0.68, 0.92, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 3.0, 2000, 200.0, 200.0, 200.0, 100.0, 500.0, 10.0, 500.0, 400.0, 1.0, 1.0, 795528.54, 14485.0, 1026000.0 
-99.15475, 19.528577, 58.0, 0.0, 3.0, 0.92, 0.92, 1.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 5.0, 1500.0, 800.0, 50.0, 300.0, 750.0, 950.0, 50.0, 300.0, 500.0, 1.0, 1.0, 691616.34, 12237.8, 710000.0 
-99.1505556, 19.5242444, 70.85, 0.0, 2.0, 0.75, 0.75, 1.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 5.0, 2.0, 3.0, 800.0, 200.0, 300.0, 400.0, 100.0, 200.0, 100.0, 500.0, 400.0, 1.2, 1.0, 824191.39, 11869.44, 841000.0 
