NOMBRE_CLUSTER, NUM_AVALUOS, NUM_ATT, NUM_ATT_FILT, PROMEDIO_IMP_CONCLUIDO, DSVEST_IMP_CONCLUIDO, DSVEST_LAT, DSVEST_LONG, LR_ERROR_ABS_PROM, MSV_ERROR_ABS_PROM, RNA_ERROR_ABS_PROM, LR_ERROR_ABS_PROM_FILT, MSV_ERROR_ABS_PROM_FILT, RNA_ERROR_ABS_PROM_FILT, LR_ERROR_REL_ABS, MSV_ERROR_REL_ABS, RNA_ERROR_REL_ABS, LR_ERROR_REL_ABS_FILT, MSV_ERROR_REL_ABS_FILT, RNA_ERROR_REL_ABS_FILT, MEJOR_ATT_FILT, MEJOR_ALG
avaluosinmuebles_casas_nivel_residencial_entidad_cdmx_1_de_4, 13, 29, 11, 21437692, 16368200, 1411, 1991, 6744498, 7961022, 8483815, 5260553, 4947686, 4046585, 52, 62, 66, 40, 38, 31, SI, REDES_NEURONALES_FILT
avaluosinmuebles_casas_nivel_residencial_entidad_cdmx_2_de_4, 25, 29, 9, 14502240, 7684555, 2331, 1695, 6126376, 3031332, 2768449, 1347205, 1158727, 821046, 100, 49, 45, 21, 18, 13, SI, REDES_NEURONALES_FILT
avaluosinmuebles_casas_nivel_residencial_entidad_cdmx_4_de_4, 23, 29, 15, 13924054, 5919151, 1582, 1939, 4865048, 2364374, 2220446, 2997428, 2638731, 2093019, 100, 48, 45, 61, 54, 43, SI, REDES_NEURONALES_FILT
