Fecha_experimento,Clave_experimento,Archivo_CSV_ejemplos,CP,Tiempo_entrenamiento,N_entrenamiento,N_pruebas,EPOCHS,N_neuronas_entrada,N_capas_ocultas,N_neuronas_ocultas,N_neuronas_salida,Promedio_costo_total,Error_promedio_costo_total,Promedio_costo_m2,Error_promedio_costo_m2,Error_min_costo_total,Error_max_costo_total,Error_varianza_costo_total,Error_desviacion_std_costo_total,Error_min_costo_m2,Error_max_costo_m2,Error_varianza_costo_m2,Error_desviacion_std_costo_m2
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold9_L1_H29,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,22.175328016281128,72,8,500,35,1,29,2,3195317.5198611114,1016555.9964529723,29205.686250000002,3953.555546588856,13633.009801589884,3679086.8749845829,713531872777.85071,844708.1583469232,27.257149293676775,10626.992247715629,7088398.8736698162,2662.404716355088
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold0_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,21.143491983413696,72,8,500,35,1,30,2,3188878.8987500002,933222.94117584592,29237.732083333332,3386.7118411540378,21603.041051669512,4463356.4168847259,802471082186.44751,895807.5028634486,36.800679425839917,10923.079429354148,8151381.5667091655,2855.0624453257
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold1_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,20.092249155044556,72,8,500,35,1,30,2,3131633.4026388889,916856.94968414248,29064.086666666666,3594.4334875775912,25858.706375269219,4535940.3438983057,839826835080.05127,916420.6649132543,166.68525941751432,19827.130164642876,8597382.5443363469,2932.129353274911
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold2_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,19.823856830596924,72,8,500,35,1,30,2,3192310.7302777781,972497.11125593097,28933.820416666669,3732.9487409140638,16627.086294594221,3740570.3264819863,760573666752.21826,872108.7470907618,89.024445162114716,12903.932015166245,8508138.9921972677,2916.871439093137
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold3_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,31.939929962158203,72,8,500,35,1,30,2,3156379.3809722224,1072784.2435907733,29175.294444444447,3689.771503941658,8014.3430333463475,3590030.1969132288,717096257421.74023,846815.3620605499,56.265428563696332,11255.523676157674,8322684.9130298132,2884.906395887016
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold4_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,18.704887866973877,72,8,500,35,1,30,2,3161577.8118055556,920645.6684664666,29441.04791666667,3907.5702127338341,4423.9097052854486,3408309.4127549436,557351570990.64746,746559.8241203765,21.262699870749202,16058.065494720866,11374806.664390754,3372.655728708573
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold5_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,20.78031611442566,72,8,500,35,1,30,2,3252447.0838888888,956984.75765570672,29175.348055555558,3588.6274936363243,4937.3991955621168,5281098.6249325387,880901261115.4928,938563.4028212973,0.25244317835313268,9590.700132191454,6922720.2143258154,2631.106271955927
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold6_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,20.75759720802307,72,8,500,35,1,30,2,3199458.7877777778,807656.85794678028,29606.940833333338,3079.7190168160669,4234.022144400049,4454624.899650747,773735846038.05212,879622.558850131,0.89828575140199973,10184.357042885626,5772699.598095065,2402.6442928771344
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold7_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,20.335237979888916,72,8,500,35,1,30,2,3228891.3181944443,1344037.1098649325,29476.436944444446,3562.280142833667,57160.413797377609,3561574.7754729502,773922733259.58472,879728.7839212633,147.43170866423679,10522.262882030569,6721802.7257957887,2592.643964333666
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold8_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,22.598796844482422,72,8,500,35,1,30,2,3097800.2308333335,1044127.010651617,29619.943888888887,3296.936323711303,9764.6447586773429,4625639.1964880023,801587468094.18445,895314.172843357,91.257737855423329,13025.454946435642,6468116.6753288582,2543.2492357865476
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold9_L1_H30,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,18.65737795829773,72,8,500,35,1,30,2,3195317.5198611114,905364.04317916126,29205.686250000002,3966.5999640526879,3788.7168838940561,3975035.8857003544,884678306055.46289,940573.3921685553,191.70513838920306,15074.299387015612,10188167.871258873,3191.890955414811
27/09/2016,cdmx_abril_2015-03103-03100-03104-03200-03230-03240_N80_E500_10fold0_L1_H31,cdmx_abril_2015,-03103-03100-03104-03200-03230-03240,20.24272894859314,72,8,500,35,1,31,2,3188878.8987500002,1060793.0109059829,29237.732083333332,3852.5904897784785,69107.041491786018,4065728.8344072318,936498009129.67859,967728.2723624842,34.505516750956303,14204.863770343016,10257475.678176621,3202.7294107021626
